Estado_CVE,Municipio_CVE,Municipio,centroid_lat,centroid_lon,Pertenece
07,070,El Porvenir,15.4328629700263,-92.26384689105828,True
07,054,Mazatán,14.880565918170518,-92.49762227748671,True
07,047,Jitotol,17.08970357708379,-92.87418416798012,True
07,116,Marqués de Comillas,16.246791508212063,-90.74390505367607,True
07,062,Ostuacán,17.4318781316051,-93.39943760911943,True
07,102,Tuxtla Chico,14.893711193922812,-92.19907277212464,True
07,042,Ixhuatán,17.299131098216805,-92.97862420220638,True
07,059,Ocosingo,16.70176067842948,-91.33779436074457,True
07,117,Montecristo de Guerrero,15.672181597554337,-92.66468960876178,True
07,039,Huitiupán,17.243406628227252,-92.6955572120389,True
07,064,Oxchuc,16.780947088706135,-92.27459465296707,True
07,002,Acala,16.537795314807354,-92.84136419401261,True
07,057,Motozintla,15.313609971157037,-92.3303965059108,True
07,119,Santiago el Pinar,16.948854649933914,-92.72162148076157,True
07,066,Pantelhó,17.06046702085947,-92.46385742207815,True
07,088,Sunuapa,17.48933635693288,-93.25253605611505,True
07,026,Chenalhó,16.9502734738475,-92.57043629150304,True
07,006,Amatenango de la Frontera,15.556906052226847,-92.09730106947669,True
07,032,Escuintla,15.365304953127058,-92.55834451090462,True
07,106,Venustiano Carranza,16.318011845706092,-92.60810768091883,True
07,112,San Juan Cancuc,16.930284374912713,-92.39233918524086,True
07,114,Benemérito de las Américas,16.282683106892307,-90.56363220215596,True
07,049,Larráinzar,16.924184222140617,-92.77660990685177,True
07,020,La Concordia,15.961246327367755,-92.7710390955991,True
07,078,San Cristóbal de las Casas,16.678796557106896,-92.59096825146486,True
07,079,San Fernando,16.912849728957923,-93.20957559789399,True
07,110,San Lucas,16.62125532637605,-92.72354705674337,True
07,081,Simojovel,17.138834966848503,-92.62536418637657,True
07,038,Huixtán,16.693862129775013,-92.39929130671271,True
07,105,Unión Juárez,15.059118438196093,-92.103011174843,True
07,056,Mitontic,16.874026001370225,-92.56422853482891,True
07,072,Pueblo Nuevo Solistahuacán,17.21743264938735,-92.88095269303281,True
07,044,Ixtapa,16.818987415800642,-92.89666685645679,True
07,074,Reforma,17.864121097812884,-93.22966618559512,True
07,089,Tapachula,14.932680241161513,-92.30477035168902,True
07,048,Juárez,17.699426266171326,-93.19299437571311,True
07,001,Acacoyagua,15.414316810611655,-92.68229860601676,True
07,109,Yajalón,17.18589947996607,-92.32617351624228,True
07,009,Arriaga,16.24937589159214,-93.93765933721961,True
07,052,Las Margaritas,16.385363982356314,-91.74078765945478,True
07,077,Salto de Agua,17.43804993143402,-92.18704291798895,True
07,014,El Bosque,17.031835114249848,-92.74108971499423,True
07,061,Ocozocoautla de Espinosa,16.82811789833914,-93.49174656037071,True
07,033,Francisco León,17.29383358559891,-93.27550159680744,True
07,101,Tuxtla Gutiérrez,16.740041452674454,-93.13729446106647,True
07,075,Las Rosas,16.364644595651104,-92.36448483765531,True
07,013,Bochil,17.014479710116923,-92.9586098728586,True
07,019,Comitán de Domínguez,16.297050583998907,-92.17946074271761,True
07,080,Siltepec,15.547389398791509,-92.45646282014857,True
07,083,Socoltenango,16.106993507389248,-92.37598413753872,True
07,107,Villa Corzo,16.111951227219745,-93.19735239828206,True
07,092,Tecpatán,17.197936340780725,-93.53316058660606,True
07,005,Amatán,17.385545533679664,-92.85763745385655,True
07,085,Soyaló,16.925990038382427,-92.98859442153604,True
07,055,Metapa,14.822064733584599,-92.20018528810645,True
07,030,Chicomuselo,15.798544197538899,-92.39148836968101,True
07,015,Cacahoatán,15.086526771010288,-92.16430882780911,True
07,086,Suchiapa,16.584702343251376,-93.13672724459892,True
07,043,Ixtacomitán,17.422133513243285,-93.09926612720679,True
07,018,Coapilla,17.119710378726925,-93.12685107324178,True
07,003,Acapetahua,15.231173855287455,-92.77433486314618,True
07,091,Tapilula,17.251628357065783,-92.99852761725138,True
07,113,Aldama,16.921331002022278,-92.69099744278235,True
07,076,Sabanilla,17.31851847538899,-92.61041422619039,True
07,103,Tuzantán,15.140804668916529,-92.41117207278097,True
07,067,Pantepec,17.1892823666419,-93.05719056430239,True
07,071,Villa Comaltitlán,15.166670579112873,-92.61939122615571,True
07,034,Frontera Comalapa,15.762983979323275,-92.08791050505131,True
07,063,Osumacinta,16.897284208497883,-93.08672098075536,True
07,025,Chapultenango,17.326581840427743,-93.131025486978,True
07,035,Frontera Hidalgo,14.750233305089921,-92.21288444756634,True
07,104,Tzimol,16.12329191691219,-92.24682775146017,True
07,036,La Grandeza,15.51344828909817,-92.21846978997813,True
07,082,Sitalá,17.037123449450714,-92.3476081491271,True
07,024,Chanal,16.611302546753365,-92.2168512382583,True
07,037,Huehuetán,15.009515526704847,-92.4235553618185,True
07,040,Huixtla,15.096744562070361,-92.54757650104156,True
07,100,Tumbalá,17.3006912188351,-92.26959167294564,True
07,027,Chiapa de Corzo,16.599774994836732,-92.97076165913414,True
07,084,Solosuchiapa,17.387902184728468,-93.00591009675291,True
07,016,Catazajá,17.77970469059232,-91.99719125578493,True
07,068,Pichucalco,17.530796543017008,-93.19935249597717,True
08,061,Satevó,27.778655540818853,-106.1937521357098,True
08,044,Matamoros,26.72503517492456,-105.5226720557891,True
08,002,Aldama,29.073385942779538,-105.58852436027425,True
08,050,Nuevo Casas Grandes,30.532857127249486,-107.72894805428722,True
08,015,Coyame del Sotol,29.757079462131816,-105.20774169895044,True
08,048,Namiquipa,29.29508459955465,-107.1406705857285,True
08,062,Saucillo,28.000439299117044,-105.34379768207052,True
08,052,Ojinaga,29.363668226827908,-104.52498135269956,True
08,065,Urique,27.226073435278142,-107.97651613579639,True
08,003,Allende,27.094539751115597,-105.3052905676168,True
08,056,Rosario,27.269369992649274,-106.31396381044826,True
08,035,Janos,30.849372830262837,-108.45033124218801,True
08,036,Jiménez,27.082137690575752,-104.39078746814718,True
08,046,Morelos,26.57149801598592,-107.72767886390126,True
08,032,Hidalgo del Parral,27.12908477944802,-105.69694833135277,True
08,010,Buenaventura,30.058298960222707,-107.12130588176927,True
08,030,Guazapares,27.39105700883512,-108.27358421359615,True
08,047,Moris,28.152700498440137,-108.73702598913893,True
08,041,Maguarichi,27.83674645672896,-107.97318594146996,True
08,019,Chihuahua,29.000742097668134,-106.232520321142,True
08,049,Nonoava,27.424371039973835,-106.68435423522189,True
08,029,Guadalupe y Calvo,26.16777436645343,-107.03386391905065,True
08,016,La Cruz,27.897738783320435,-105.04518168779386,True
08,067,Valle de Zaragoza,27.486967030715512,-105.80819546587458,True
08,014,Coronado,26.633989941735006,-105.06998067649523,True
08,028,Guadalupe,30.82738587832478,-105.64053943620648,True
08,013,Casas Grandes,30.194315106535974,-108.20200445954005,True
08,007,Balleza,26.752951600548997,-106.54291668389745,True
08,001,Ahumada,30.44914895420836,-106.38065451961393,True
08,034,Ignacio Zaragoza,29.722224603445202,-107.72346387631266,True
08,066,Uruachi,27.861538050339295,-108.50667651492196,True
08,058,San Francisco de Conchos,27.581949644199668,-105.36231733592288,True
08,064,El Tule,27.04476904425826,-106.29704518446921,True
08,011,Camargo,28.03365501339026,-104.42386211131269,True
08,054,Riva Palacio,28.805966192182936,-106.61697621870981,True
08,038,Julimes,28.540885759129807,-105.05457651527972,True
08,055,Rosales,28.204986937285785,-105.74779909910846,True
08,012,Carichí,27.810195736435148,-107.0632613594275,True
08,021,Delicias,28.119511414565334,-105.49136411187322,True
08,043,Matachí,28.823856548260704,-107.72099304548854,True
08,004,Aquiles Serdán,28.581613665391696,-105.82315658538158,True
08,027,Guachochi,27.150452669638412,-107.24752698760929,True
08,022,Dr. Belisario Domínguez,28.000445038721093,-106.4608685719874,True
08,008,Batopilas,26.945473569991098,-107.69364812412014,True
08,009,Bocoyna,27.80766432885133,-107.58053651611473,True
08,063,Temósachic,28.714227558346654,-108.08517154082386,True
08,031,Guerrero,28.384654542569564,-107.55798238336511,True
08,017,Cuauhtémoc,28.723580646835895,-106.94895326347965,True
08,051,Ocampo,28.153507202588344,-108.20500354001382,True
08,020,Chínipas,27.45512705420992,-108.51619291186776,True
08,033,Huejotitán,27.0692059699471,-106.06795060946511,True
08,053,Praxedis G. Guerrero,31.23833833885623,-105.92595787765376,True
08,060,Santa Bárbara,26.803899567197835,-105.7831823778928,True
08,057,San Francisco de Borja,27.892610645062177,-106.73515478631596,True
08,045,Meoqui,28.350064805482656,-105.50088100855143,True
08,023,Galeana,30.16074439641357,-107.6446072401048,True
08,025,Gómez Farías,29.336536734627916,-107.7374487561963,True
08,042,Manuel Benavides,28.928774856092073,-103.82448484582677,True
08,005,Ascensión,31.331927178589467,-107.5199479330023,True
08,059,San Francisco del Oro,26.884631776916716,-105.94621873864236,True
08,037,Juárez,31.449603793465414,-106.56424464736126,True
08,040,Madera,29.327150184138866,-108.32930236892251,True
08,026,Gran Morelos,28.298770721892822,-106.56927664344312,True
08,039,López,26.926206364214913,-105.01085853113707,True
08,024,Santa Isabel,28.320805252654903,-106.3492301120102,True
08,006,Bachíniva,28.85747975582943,-107.29182474985265,True
08,018,Cusihuiriachi,28.2116794109684,-106.89739904212996,True
09,010,Álvaro Obregón,19.337724847106063,-99.24543145212404,True
09,012,Tlalpan,19.198211454789487,-99.20599058178018,True
09,015,Cuauhtémoc,19.431057676215612,-99.14919761238714,True
09,017,Venustiano Carranza,19.430700627707058,-99.09276921591281,True
09,011,Tláhuac,19.277624677298256,-99.00343152616713,True
09,002,Azcapotzalco,19.484756613348225,-99.18190444545544,True
09,003,Coyoacán,19.326692688975946,-99.15028563439111,True
09,013,Xochimilco,19.24514122368026,-99.09044760533016,True
09,004,Cuajimalpa de Morelos,19.32397033341714,-99.31099630938787,True
09,016,Miguel Hidalgo,19.428083555558363,-99.20492436028627,True
09,008,La Magdalena Contreras,19.269577494347377,-99.26780376726013,True
09,007,Iztapalapa,19.34924858608428,-99.05698824592584,True
09,006,Iztacalco,19.39737184607718,-99.09387309777192,True
09,009,Milpa Alta,19.139395514943903,-99.0507939716981,True
09,014,Benito Juárez,19.38055944186988,-99.16120947938903,True
10,018,El Oro,25.548602156467513,-105.21547315797112,True
10,023,Pueblo Nuevo,23.411361660614634,-105.31414702033145,True
10,037,Topia,25.256847471290147,-106.59062196142334,True
10,009,Guanaceví,25.99630908747015,-106.06700022027559,True
10,014,Mezquital,23.002262423387723,-104.55070392379176,True
10,005,Durango,23.970445655794094,-104.84420617725328,True
10,034,Tamazula,24.94636237687696,-106.71203104817282,True
10,036,Tlahualilo,26.34501356524343,-103.62552949414356,True
10,017,Ocampo,26.48169183298936,-105.67639335195169,True
10,032,Santiago Papasquiaro,24.984129494798225,-105.69056161397395,True
10,038,Vicente Guerrero,23.73410219851479,-103.9497627462031,True
10,025,San Bernardo,26.184396397213156,-105.67245487991629,True
10,010,Hidalgo,26.090239432552504,-104.81677195350348,True
10,019,Otáez,24.701277826957973,-105.93657534529335,True
10,006,General Simón Bolívar,24.76159182930924,-103.21277022602393,True
10,026,San Dimas,24.228329414949553,-105.74237750955443,True
10,033,Súchil,23.436810623085464,-104.1495369369647,True
10,035,Tepehuanes,25.450182832948446,-106.06161539292079,True
10,016,Nombre de Dios,23.81339648550392,-104.21080583450592,True
10,020,Pánuco de Coronado,24.494631168460923,-104.35429349558757,True
10,011,Indé,25.727202925601997,-104.9960972037115,True
10,024,Rodeo,25.195263106398947,-104.56166208273578,True
10,008,Guadalupe Victoria,24.412881268513317,-104.07320957586712,True
10,013,Mapimí,26.146012071218742,-104.13139550792998,True
10,012,Lerdo,25.477599114087628,-103.68585251849265,True
10,031,Santa Clara,24.49685833481824,-103.41398196328755,True
10,029,San Luis del Cordero,25.376119934027148,-104.30611892439599,True
10,004,Cuencamé,24.69449304016127,-103.70022825055662,True
10,021,Peñón Blanco,24.785896255567483,-104.08205359086482,True
10,028,San Juan del Río,24.807422207137176,-104.47066987832979,True
10,030,San Pedro del Gallo,25.62207928762872,-104.39804999038934,True
10,015,Nazas,25.246672995672117,-104.07782747380861,True
10,002,Canelas,25.0725105032448,-106.45164378206171,True
10,007,Gómez Palacio,25.728285635788648,-103.49095296586817,True
10,027,San Juan de Guadalupe,24.64766713487105,-102.71824147604904,True
10,022,Poanas,24.00335382227696,-104.02179800695892,True
10,039,Nuevo Ideal,24.846667388433552,-105.03862349563964,True
10,001,Canatlán,24.511350405297858,-104.93540955864336,True
10,003,Coneto de Comonfort,25.034374984331873,-104.7843430494629,True
11,027,Salamanca,20.625470698238278,-101.16515818000816,True
11,031,San Francisco del Rincón,20.919051285645345,-101.7884451638819,True
11,040,Tierra Blanca,21.03252064529103,-100.15642993912213,True
11,014,Dolores Hidalgo Cuna de la Independencia Nacional,21.147298937627742,-100.93489903861862,True
11,011,Cortazar,20.429231074311527,-100.93826023119763,True
11,024,Pueblo Nuevo,20.550323463657396,-101.36106493363887,True
11,028,Salvatierra,20.207224671791728,-100.91511757840146,True
11,037,Silao de la Victoria,20.963734793070593,-101.43761432426047,True
11,016,Huanímaro,20.366539950146294,-101.49942523956251,True
11,023,Pénjamo,20.402374012084135,-101.81585113631319,True
11,002,Acámbaro,20.05250597819968,-100.75293489466502,True
11,035,Santa Cruz de Juventino Rosas,20.674248803853768,-100.99343662015218,True
11,034,Santa Catarina,21.150516998449028,-100.07143335500743,True
11,039,Tarimoro,20.29669927688622,-100.74197436308354,True
11,026,Romita,20.826000692739495,-101.59493204616822,True
11,041,Uriangato,20.117204392118154,-101.1514555845003,True
11,019,Jerécuaro,20.19712723674331,-100.50801063717172,True
11,045,Xichú,21.35719823375349,-99.97822401338077,True
11,005,Apaseo el Grande,20.575341976391748,-100.62193370393975,True
11,025,Purísima del Rincón,20.926123299777398,-101.92986367972885,True
11,006,Atarjea,21.264864654673225,-99.80467558669203,True
11,018,Jaral del Progreso,20.35754064906645,-101.05150734906908,True
11,009,Comonfort,20.74161020099183,-100.79073267543886,True
11,038,Tarandacuao,20.006725771646277,-100.5283101124314,True
11,036,Santiago Maravatío,20.15790008417951,-100.99203404418806,True
11,017,Irapuato,20.69991707247559,-101.36826860979012,True
11,020,León,21.12526908585402,-101.62308069875488,True
11,004,Apaseo el Alto,20.421384184480594,-100.57389395831183,True
11,030,San Felipe,21.503109033793674,-101.23402447454075,True
11,007,Celaya,20.537596638602007,-100.78765910455233,True
11,032,San José Iturbide,21.002315209130938,-100.38814832720733,True
11,012,Cuerámaro,20.61488547214992,-101.66714350539053,True
11,046,Yuriria,20.18363179096937,-101.22614960774044,True
11,022,Ocampo,21.57911159361302,-101.47282266907258,True
11,042,Valle de Santiago,20.37845433144693,-101.27076396475896,True
11,021,Moroleón,20.08455775550761,-101.24443160874847,True
11,008,Manuel Doblado,20.713035639503023,-101.88023313776965,True
11,013,Doctor Mora,21.141741316623865,-100.35966549387658,True
11,010,Coroneo,20.216912599160803,-100.38342555042456,True
11,033,San Luis de la Paz,21.399069308969853,-100.47668644224945,True
11,029,San Diego de la Unión,21.442390806274414,-100.84636728620761,True
11,044,Villagrán,20.542716137812672,-100.99241857018933,True
11,003,San Miguel de Allende,20.925400814762416,-100.73806784246082,True
11,043,Victoria,21.3659942458752,-100.21489726169337,True
11,001,Abasolo,20.533462274346885,-101.53595273016954,True
11,015,Guanajuato,21.01803400489998,-101.23694168916445,True
12,021,Coyuca de Benítez,17.142526894870215,-100.05900955981663,True
12,058,Teloloapan,18.358647515393393,-99.91384032137037,True
12,030,Florencio Villarreal,16.692441830343235,-99.13365308945113,True
12,035,Iguala de la Independencia,18.227356905865207,-99.58150984268615,True
12,015,Buenavista de Cuéllar,18.462388847461554,-99.42102603583176,True
12,003,Ajuchitlán del Progreso,17.91840290259271,-100.60818927487944,True
12,072,Zapotitlán Tablas,17.325207801352935,-98.82935926078709,True
12,059,Tepecoacuilco de Trujano,18.100661266566558,-99.46923370881248,True
12,022,Coyuca de Catalán,18.081982618354598,-100.92980621972823,True
12,074,Zitlala,17.749472481372315,-99.18510921420565,True
12,073,Zirándaro,18.34487961491048,-101.21880528966594,True
12,040,Leonardo Bravo,17.632281144094087,-99.79638983125952,True
12,076,Acatepec,17.174274966737244,-98.9758784765466,True
12,066,Tlapa de Comonfort,17.56258523685951,-98.61591574109588,True
12,047,Pedro Ascencio Alquisiras,18.545460274988326,-99.86867708851402,True
12,052,San Luis Acatlán,16.87633162935848,-98.75121871995927,True
12,017,Cocula,18.132643009069515,-99.71370068149133,True
12,007,Arcelia,18.25193947532364,-100.19907778548408,True
12,069,Xalpatláhuac,17.42866440012571,-98.5400732950791,True
12,041,Malinaltepec,17.14497813921034,-98.7052865531869,True
12,048,Petatlán,17.619938406284565,-101.16015028678439,True
12,045,Olinalá,17.89649674072392,-98.78360860151098,True
12,068,La Unión de Isidoro Montes de Oca,18.01650322358172,-101.85436330303274,True
12,008,Atenango del Río,18.144032320010066,-99.07031204256334,True
12,027,Cutzamala de Pinzón,18.660368740362035,-100.61815943114199,True
12,002,Ahuacuotzingo,17.752314262232446,-98.95122199183305,True
12,062,Tlacoachistlahuaca,16.939650899043393,-98.27671585090701,True
12,019,Copalillo,17.982480973142188,-99.05206232497918,True
12,071,Xochistlahuaca,16.869674311579132,-98.15684315371189,True
12,043,Metlatónoc,17.13322846111638,-98.4401687480042,True
12,054,San Miguel Totolapan,17.840085891820365,-100.31836132738856,True
12,057,Técpan de Galeana,17.406117436454736,-100.74429706233603,True
12,063,Tlacoapa,17.229436984389118,-98.7863921752993,True
12,070,Xochihuehuetlán,17.90446814798614,-98.50913313057998,True
12,028,Chilapa de Álvarez,17.523534211961007,-99.11230372795629,True
12,005,Alpoyeca,17.64210378277086,-98.5108027461657,True
12,080,Juchitán,16.5944408443438,-98.67808867156067,True
12,067,Tlapehuala,18.27999159009607,-100.45430713758573,True
12,024,Cualác,17.73810484934029,-98.67112916978779,True
12,065,Tlalixtaquilla de Maldonado,17.571241964963175,-98.40938739671107,True
12,033,Huamuxtitlán,17.8116348838556,-98.54708195303633,True
12,012,Ayutla de los Libres,16.956870549397916,-99.06792810455565,True
12,006,Apaxtla,18.091518406011122,-99.98033332540757,True
12,004,Alcozauca de Guerrero,17.375129469059463,-98.3659786271762,True
12,029,Chilpancingo de los Bravo,17.39092028425434,-99.69716911195395,True
12,032,General Heliodoro Castillo,17.73362834353166,-100.0272398738544,True
12,026,Cuetzala del Progreso,18.123788539485243,-99.81484866180813,True
12,034,Huitzuco de los Figueroa,18.230246526884144,-99.25302749122469,True
12,050,Pungarabato,18.345337994188917,-100.61202471469,True
12,075,Eduardo Neri,17.800933722976676,-99.60986811392901,True
12,051,Quechultenango,17.312618776005266,-99.18529274948114,True
12,064,Tlalchapa,18.42754414430087,-100.4350285451356,True
12,009,Atlamajalcingo del Monte,17.2695562097312,-98.58360496303351,True
12,016,Coahuayutla de José María Izazaga,18.28306659347479,-101.64946938552764,True
12,010,Atlixtac,17.514137081655196,-98.90319865939026,True
12,042,Mártir de Cuilapan,17.832593451042495,-99.35790961735874,True
12,061,Tixtla de Guerrero,17.59991528981778,-99.3676300690009,True
12,013,Azoyú,16.684183194017407,-98.57246381125205,True
12,060,Tetipac,18.649049155306503,-99.67164757050206,True
12,077,Marquelia,16.639692006097732,-98.7452041853185,True
12,039,Juan R. Escudero,17.141802662614804,-99.4723877159456,True
12,037,Ixcateopan de Cuauhtémoc,18.463693599607137,-99.76452213818239,True
12,011,Atoyac de Álvarez,17.332908386444746,-100.34195280646472,True
12,023,Cuajinicuilapa,16.461988633375675,-98.51836206483128,True
12,020,Copanatoyac,17.43211256019674,-98.7015513982692,True
12,036,Igualapa,16.8013459824975,-98.49339940265354,True
12,081,Iliatenco,17.046845907000094,-98.63700133881848,True
12,014,Benito Juárez,17.096650559367472,-100.42754607748394,True
12,044,Mochitlán,17.338369280484844,-99.37048480648922,True
12,031,General Canuto A. Neri,18.44081789562789,-100.10484335150306,True
12,056,Tecoanapa,16.98074413590497,-99.29490840762404,True
12,025,Cuautepec,16.718605553600618,-98.96344250608311,True
12,078,Cochoapa el Grande,17.10060381604943,-98.42345839266746,True
12,018,Copala,16.60809726924007,-98.92994420699243,True
12,049,Pilcaya,18.704572801926286,-99.6071535083814,True
12,079,José Joaquín de Herrera,17.44281826504065,-98.9958933133584,True
12,046,Ometepec,16.66146979983967,-98.35304552111648,True
12,053,San Marcos,16.8085732292665,-99.40934554372046,True
12,055,Taxco de Alarcón,18.51999703432244,-99.59755334499464,True
12,001,Acapulco de Juárez,16.95779401285798,-99.71459463268546,True
12,038,Zihuatanejo de Azueta,17.819613437998008,-101.43398949445906,True
13,083,Zempoala,19.92330169342542,-98.67234759389511,True
13,005,Ajacuba,20.119574808955935,-99.0783634949642,True
13,042,Molango de Escamilla,20.864851749414502,-98.77645132084041,True
13,012,Atotonilco el Grande,20.354802783693565,-98.6765550996076,True
